"Force Hide Navigation Thumbnails under width","Force Hide Navigation Thumbnails under width"
"If browser size goes below this value, then Navigation thumbs are hidden.","If browser size goes below this value, then Navigation thumbs are hidden."
"Put the thumbnails inside or outside of the slider container. Outside added thumbnails will decrease the size of the slider.","Put the thumbnails inside or outside of the slider container. Outside added thumbnails will decrease the size of the slider."
"Inner / outer","Inner / outer"
"Inner Slider","Inner Slider"
"Outer Left","Outer Left"
"Outer Right","Outer Right"
"Outer Top","Outer Top"
"Outer Bottom","Outer Bottom"
"Horizontal position of thumbnails","Horizontal position of thumbnails"
"Vertical position of thumbnails","Vertical position of thumbnails"
"Offset from current Horizontal position.","Offset from current Horizontal position."
"Offset from current Vertical position.","Offset from current Vertical position."
"Enable / Disable navigation tabs.","Enable / Disable navigation tabs."
"Enable Tabs","Enable Tabs"
"The wrapper div padding of tabs.","The wrapper div padding of tabs."
"Span wrapper to full width or full height based on the direction selected.","Span wrapper to full width or full height based on the direction selected."
"Tabs wrapper background color. For transparent leave empty.","Tabs wrapper background color. For transparent leave empty."
"Style of the tabs.","Style of the tabs."
"Tabs Style","Tabs Style"
"The amount of max visible tabs in same time.","The amount of max visible tabs in same time."
"Visible Tabs Amount","Visible Tabs Amount"
"Space between the tabs.","Space between the tabs."
"Direction of the Tabs. Vertical or Horizontal.","Direction of the Tabs. Vertical or Horizontal."
"Tab Sizes","Tab Sizes"
"The basic width of one tab.","The basic width of one tab."
"Tabs Width","Tabs Width"
"the basic height of one tab.","the basic height of one tab."
"Tabs Height","Tabs Height"
"The minimum width of the auto resized Tabs. Between Max and Min width the sizes are auto calculated).","The minimum width of the auto resized Tabs. Between Max and Min width the sizes are auto calculated)."
"Min. Tab Width","Min. Tab Width"
"Enable to make tabs always visible. Disable to hide tabs after the defined time.","Enable to make tabs always visible. Disable to hide tabs after the defined time."
"Time after that the tabs will be hidden(Default: 200 ms)","Time after that the tabs will be hidden(Default: 200 ms)"
"Hide  After","Hide  After"
"Time after that the tabs will be hidden on Mobile (Default: 1200 ms)","Time after that the tabs will be hidden on Mobile (Default: 1200 ms)"
"Hide  After on Mobile","Hide  After on Mobile"
"Force Hide Navigation tabs under width","Force Hide Navigation tabs under width"
"If browser size goes below this value, then Navigation tabs are hidden.","If browser size goes below this value, then Navigation tabs are hidden."
"Put the tabs inside or outside of the slider container. Outside added tabs will decrease the size of the slider.","Put the tabs inside or outside of the slider container. Outside added tabs will decrease the size of the slider."
"Horizontal position of tabs.","Horizontal position of tabs."
"Vertical position of tabs.","Vertical position of tabs."
"Offset from current horizontal position of tabs.","Offset from current horizontal position of tabs."
"Offset from current vertical position of tabs.","Offset from current vertical position of tabs."
"Enable Swipe Function on touch devices","Enable Swipe Function on touch devices"
"Touch Enabled","Touch Enabled"
"Scroll below slider on vertical swipe","Scroll below slider on vertical swipe"
"Drag Block Vertical","Drag Block Vertical"
"Defines the sensibility of gestures. Smaller values mean a higher sensibility","Defines the sensibility of gestures. Smaller values mean a higher sensibility"
"Swipe Treshhold (0 - 200)","Swipe Treshhold (0 - 200)"
"Defines how many fingers are needed minimum for swiping","Defines how many fingers are needed minimum for swiping"
"Swipe Min Finger","Swipe Min Finger"
"Swipe Direction to swap slides?","Swipe Direction to swap slides?"
"Swipe Direction","Swipe Direction"
"Allow/disallow to navigate the slider with keyboard.","Allow/disallow to navigate the slider with keyboard."
"Keyboard Navigation","Keyboard Navigation"
"Keyboard Direction to swap slides (horizontal - left/right arrow, vertical - up/down arrow)?","Keyboard Direction to swap slides (horizontal - left/right arrow, vertical - up/down arrow)?"
"Key Direction","Key Direction"
"Allow/disallow to navigate the slider with Mouse Scroll.","Allow/disallow to navigate the slider with Mouse Scroll."
"Mouse Scroll Navigation","Mouse Scroll Navigation"
Carousel,Carousel
"Preview Image Size","Preview Image Size"
"The basic Width of one Preview Image.","The basic Width of one Preview Image."
"Preview Image Width","Preview Image Width"
"The basic Height of one Preview Image.","The basic Height of one Preview Image."
"Preview Image Height","Preview Image Height"
"Carousel Settings","Carousel Settings"
Basics,Basics
Transformations,Transformations
Aligns,Aligns
"Infinity Carousel Scroll. No Endpoints exists at first and last slide if valuse is set to ON.","Infinity Carousel Scroll. No Endpoints exists at first and last slide if valuse is set to ON."
"Infinity Scroll","Infinity Scroll"
"The horizontal gap/space between the slides","The horizontal gap/space between the slides"
"Space between slides","Space between slides"
"The border radius of slides","The border radius of slides"
"The padding top of slides","The padding top of slides"
"The padding bottom of slides","The padding bottom of slides"
"The maximum visible items in same time.","The maximum visible items in same time."
"Max. Visible Items","Max. Visible Items"
7,7
9,9
11,11
13,13
15,15
17,17
19,19
"Stretch carousel element width to the wrapping container width.  Using this you can see only 1 item in same time.","Stretch carousel element width to the wrapping container width.  Using this you can see only 1 item in same time."
"Stretch Element","Stretch Element"
"All elements out of focus will get some Opacity value based on the Distance to the current focused element, or only the coming/leaving elements.","All elements out of focus will get some Opacity value based on the Distance to the current focused element, or only the coming/leaving elements."
"Fade All Elements","Fade All Elements"
"Fade is varying based on the distance to the focused element.","Fade is varying based on the distance to the focused element."
"Varying Fade","Varying Fade"
"Rotation enabled/disabled for not focused elements.","Rotation enabled/disabled for not focused elements."
"Rotation is varying based on the distance to the focused element.","Rotation is varying based on the distance to the focused element."
"Varying Rotation","Varying Rotation"
"The maximum rotation of the Side elements. Rotation will depend on the element distance to the current focused element. 0 will turn off the Rotation","The maximum rotation of the Side elements. Rotation will depend on the element distance to the current focused element. 0 will turn off the Rotation"
"Max. Rotation","Max. Rotation"
deg,deg
"Scale enabled/disabled for not focused elements.","Scale enabled/disabled for not focused elements."
"Scale is varying based on the distance to the focused element.","Scale is varying based on the distance to the focused element."
"Varying Scale","Varying Scale"
"The maximum scale down of the Side elements. Scale will depend on the element distance to the current focused element. Min value is 0 and max value is 100.","The maximum scale down of the Side elements. Scale will depend on the element distance to the current focused element. Min value is 0 and max value is 100."
"Max. Scaledown","Max. Scaledown"
"Horizontal Align of the Carousel.","Horizontal Align of the Carousel."
"Horizontal Aligns","Horizontal Aligns"
"Vertical Align of the Carousel.","Vertical Align of the Carousel."
"Vertical Aligns","Vertical Aligns"
"Parallax & 3D","Parallax & 3D"
"Enabling this, will give you new options in the slides to create a unique parallax effect","Enabling this, will give you new options in the slides to create a unique parallax effect"
"Enable Parallax / 3D","Enable Parallax / 3D"
"If set to on, parallax will be disabled on mobile devices to save performance","If set to on, parallax will be disabled on mobile devices to save performance"
"Disable on Mobile","Disable on Mobile"
"Enabling this, will build a ddd_Rotating World of your Slides.","Enabling this, will build a ddd_Rotating World of your Slides."
3D,3D
"3D Settings","3D Settings"
"Enabling 3D Shadow","Enabling 3D Shadow"
"3D Shadow","3D Shadow"
"BG 3D Disabled","BG 3D Disabled"
"3D Background Disabled","3D Background Disabled"
"If option is enabled, all slides and Layers are cropped by the Slider sides.","If option is enabled, all slides and Layers are cropped by the Slider sides."
"Slider Overflow Hidden","Slider Overflow Hidden"
"If option enabled, Layers are cropped by the Grid Layer Dimensions to avoid Floated 3d Texts and hide Elements outside of the Slider.","If option enabled, Layers are cropped by the Grid Layer Dimensions to avoid Floated 3d Texts and hide Elements outside of the Slider."
"Layers Overflow Hidden","Layers Overflow Hidden"
"Select the Events which should trigger the 3D Animation.  Mouse - Mouse Movements will rotate the Slider, Static Paths will set Single or Animated 3d Rotations per Slides (Edit these paths via the Slide Editor), and both will allow you to use both in the same Time.","Select the Events which should trigger the 3D Animation.  Mouse - Mouse Movements will rotate the Slider, Static Paths will set Single or Animated 3d Rotations per Slides (Edit these paths via the Slide Editor), and both will allow you to use both in the same Time."
"3D Path","3D Path"
"Mouse Based","Mouse Based"
"Static Path (Set Slide by Slide)","Static Path (Set Slide by Slide)"
Both,Both
"Solves issues in Safari Browser. It will move layers along z-axis if BG Freeze enabled to avoid 3d Rendering issues","Solves issues in Safari Browser. It will move layers along z-axis if BG Freeze enabled to avoid 3d Rendering issues"
"3D Crop Fix (z)","3D Crop Fix (z)"
"Mouse Sensibility","Mouse Sensibility"
"Defines on what event type the parallax should react to","Defines on what event type the parallax should react to"
Event,Event
"Mouse Move","Mouse Move"
"Scroll Position","Scroll Position"
"Move and Scroll","Move and Scroll"
"Mouse Based parallax calculation Origo","Mouse Based parallax calculation Origo"
"Parallax Origo","Parallax Origo"
"Mouse Enter Point","Mouse Enter Point"
"Slider Center","Slider Center"
"Parallax Speed for Mouse movents.","Parallax Speed for Mouse movents."
"Animation Speed","Animation Speed"
"Parallax Levels","Parallax Levels"
"3D Depth Levels","3D Depth Levels"
"Defines the Strength of the 3D Rotation on the Background and Layer Groups.  The Higher the Value the stronger the effect.  All other Depth will offset this default value !","Defines the Strength of the 3D Rotation on the Background and Layer Groups.  The Higher the Value the stronger the effect.  All other Depth will offset this default value !"
"Default 3D Depth","Default 3D Depth"
"Defines the strength of the effect. The higher the value, the stronger the effect. In 3D World the smaller Value comes to the front, and the Higher Value goes to the Background. Set for BG in 3D World the highest value always. Elements with higher z-index should get smaller values to make the effect perfect.","Defines the strength of the effect. The higher the value, the stronger the effect. In 3D World the smaller Value comes to the front, and the Higher Value goes to the Background. Set for BG in 3D World the highest value always. Elements with higher z-index should get smaller values to make the effect perfect."
"Level Depth 1","Level Depth 1"
"Depth 1","Depth 1"
"Level Depth 2","Level Depth 2"
"Depth 2","Depth 2"
"Level Depth 3","Level Depth 3"
"Depth 3","Depth 3"
"Level Depth 4","Level Depth 4"
"Depth 4","Depth 4"
"Level Depth 5","Level Depth 5"
"Depth 5","Depth 5"
"Level Depth 6","Level Depth 6"
"Depth 6","Depth 6"
"Level Depth 7","Level Depth 7"
"Depth 7","Depth 7"
"Level Depth 8","Level Depth 8"
"Depth 8","Depth 8"
"Level Depth 9","Level Depth 9"
"Depth 9","Depth 9"
"Level Depth 10","Level Depth 10"
"Depth 10","Depth 10"
"Level Depth 11","Level Depth 11"
"Depth 11","Depth 11"
"Level Depth 12","Level Depth 12"
"Depth 12","Depth 12"
"Level Depth 13","Level Depth 13"
"Depth 13","Depth 13"
"Level Depth 14","Level Depth 14"
"Depth 14","Depth 14"
"Level Depth 15","Level Depth 15"
"Depth 15","Depth 15"
"Performance and SEO Optimization","Performance and SEO Optimization"
"How to load/preload the images. <br><br><strong>All</strong> - Load all image element in a sequence at the initialisation. This will boost up the loading of your page, and will preload all images to have a smooth and breakless run already in the first loop.  <br><br><strong>Smart</strong> - It will load the page as quick as possible, and load only the current and neighbour slide elements. If slide is called which not loaded yet, will be loaded on demand with minimal delays.   <br><br><strong>Single</strong> - It will load only the the start slide. Any other slides will be loaded on demand.","How to load/preload the images. <br><br><strong>All</strong> - Load all image element in a sequence at the initialisation. This will boost up the loading of your page, and will preload all images to have a smooth and breakless run already in the first loop.  <br><br><strong>Smart</strong> - It will load the page as quick as possible, and load only the current and neighbour slide elements. If slide is called which not loaded yet, will be loaded on demand with minimal delays.   <br><br><strong>Single</strong> - It will load only the the start slide. Any other slides will be loaded on demand."
"Lazy Load","Lazy Load"
Smart,Smart
Single,Single
"No Lazy Loading","No Lazy Loading"
"Define SEO Optimization for the Images in the Slider, useful if Lazy Load is on.","Define SEO Optimization for the Images in the Slider, useful if Lazy Load is on."
"SEO Optimization","SEO Optimization"
NoScript,NoScript
NoFrame,NoFrame
"Problem Handlings","Problem Handlings"
Fallbacks,Fallbacks
Troubleshooting,Troubleshooting
"Simplyfies the Slider on IOS4 and IE8","Simplyfies the Slider on IOS4 and IE8"
"Simplify on IOS4/IE8","Simplify on IOS4/IE8"
"Disables the Slider and load an alternative image instead","Disables the Slider and load an alternative image instead"
"Use Alternative Image","Use Alternative Image"
"On Mobile","On Mobile"
"On IE8","On IE8"
"On Mobile and IE8","On Mobile and IE8"
"The image that will be loaded instead of the slider.","The image that will be loaded instead of the slider."
"Alternate Image","Alternate Image"
"Turns on / off jquery noconflict mode. Try to enable this option if javascript conflicts exist on the page.","Turns on / off jquery noconflict mode. Try to enable this option if javascript conflicts exist on the page."
"JQuery No Conflict Mode","JQuery No Conflict Mode"
"Try this to fix some javascript conflicts of type: TypeError: tpj('#rev_slider_1_1').show().revolution is not a function","Try this to fix some javascript conflicts of type: TypeError: tpj('#rev_slider_1_1').show().revolution is not a function"
"Put JS Includes To Body","Put JS Includes To Body"
"Activate a protection against wordpress output filters that adds html blocks to the shortcode output like P and BR.","Activate a protection against wordpress output filters that adds html blocks to the shortcode output like P and BR."
"Output Filters Protection","Output Filters Protection"
"By Compressing Output","By Compressing Output"
"By Echo Output","By Echo Output"
"Turns on / off visible Debug Mode on Front End.","Turns on / off visible Debug Mode on Front End."
"Debug Mode","Debug Mode"
"Follow FAQ for Troubleshooting","Follow FAQ for Troubleshooting"
"Google Fonts","Google Fonts"
"Link to Slide Editor is Blocked ! Please Allow Pop Ups for this Site !","Link to Slide Editor is Blocked ! Please Allow Pop Ups for this Site !"
"Deprecated Google Font Import","Deprecated Google Font Import"
"Add New Font","Add New Font"
"Copy the Google Font Family from <a href=""http://www.google.com/fonts"" target=""_blank"">http://www.google.com/fonts</a> like: <strong>Open+Sans:400,700,600</strong>","Copy the Google Font Family from <a href=""http://www.google.com/fonts"" target=""_blank"">http://www.google.com/fonts</a> like: <strong>Open+Sans:400,700,600</strong>"
"Import / Export / Replace","Import / Export / Replace"
Export,Export
"Replace URL","Replace URL"
"Import only available for Administrators","Import only available for Administrators"
"Overwrite or append the custom animations due the new imported values ?","Overwrite or append the custom animations due the new imported values ?"
"Custom Animations","Custom Animations"
"Overwrite or append the static styles due the new imported values ?","Overwrite or append the static styles due the new imported values ?"
"Static Styles","Static Styles"
"Note! Style templates will be updated if they exist. Importing slider, will delete all the current slider settings and slides and replacing it with the imported content.","Note! Style templates will be updated if they exist. Importing slider, will delete all the current slider settings and slides and replacing it with the imported content."
"Export Slider","Export Slider"
"Export with Dummy Images","Export with Dummy Images"
"Replace all layer and backgorund image url's. example - replace from: http://localhost","Replace all layer and backgorund image url's. example - replace from: http://localhost"
"Replace From","Replace From"
"Replace all layer and backgorund image url's. example - replace to: http://yoursite.com","Replace all layer and backgorund image url's. example - replace to: http://yoursite.com"
"Replace To","Replace To"
"Replace URL's","Replace URL's"
Replacing...,Replacing...
"Note! The replace process is not reversible !","Note! The replace process is not reversible !"
"API Functions","API Functions"
Methods,Methods
"Call this function to pause the slider.","Call this function to pause the slider."
"Call this function to play the slider if it is paused.","Call this function to play the slider if it is paused."
"Resume Slider","Resume Slider"
"Switch slider to previous slide.","Switch slider to previous slide."
"Switch slider to next slide.","Switch slider to next slide."
"Switch to the slide which is defined as parameter.","Switch to the slide which is defined as parameter."
"Go To Slide","Go To Slide"
"Go To Slide with ID","Go To Slide with ID"
"Get the amount of existing slides in the slider.","Get the amount of existing slides in the slider."
"Max Slides","Max Slides"
"Get the current focused slide index.","Get the current focused slide index."
"Current Slide","Current Slide"
"Get the previously played slide.","Get the previously played slide."
"Scroll page under the slider.","Scroll page under the slider."
"External Scroll","External Scroll"
"Recalculate all positions, sizing etc in the slider.  This should be called i.e. if Slider was invisible and becomes visible without any window resize event.","Recalculate all positions, sizing etc in the slider.  This should be called i.e. if Slider was invisible and becomes visible without any window resize event."
"Redraw Slider","Redraw Slider"
"Remove One Slide with Slide Index from the Slider. Index starts with 0 which will remove the first slide.","Remove One Slide with Slide Index from the Slider. Index starts with 0 which will remove the first slide."
"Remove Slide","Remove Slide"
"Unbind all listeners, remove current animations and delete containers. Ready for Garbage collection.","Unbind all listeners, remove current animations and delete containers. Ready for Garbage collection."
"Kill Slider","Kill Slider"
"Slider Loaded","Slider Loaded"
"Slider swapped to an other slide","Slider swapped to an other slide"
"Current  Slide as jQuery Object","Current  Slide as jQuery Object"
"Previous Slide as jQuery Object","Previous Slide as jQuery Object"
"Slider paused","Slider paused"
"Slider is Playing after pause","Slider is Playing after pause"
"Video is playing in slider","Video is playing in slider"
"The Video API to Manage Video functions","The Video API to Manage Video functions"
"youtube, vimeo, html5","youtube, vimeo, html5"
"Video Settings","Video Settings"
"Video stopped in slider","Video stopped in slider"
"Slider reached the 'stop at' slide","Slider reached the 'stop at' slide"
"Prepared for slide change","Prepared for slide change"
"Current Slide as jQuery Object","Current Slide as jQuery Object"
"Coming Slide as jQuery Object","Coming Slide as jQuery Object"
"Finnished with slide change","Finnished with slide change"
"Last slide starts","Last slide starts"
"Layer Events","Layer Events"
"Layer Action (enterstage, enteredstage, leavestage,leftstage)","Layer Action (enterstage, enteredstage, leavestage,leftstage)"
"Layer Type (image,video,html)","Layer Type (image,video,html)"
"Default Settings for Layer","Default Settings for Layer"
"Layer as jQuery Object","Layer as jQuery Object"
"*Only Illustration, most changes are not visible.","*Only Illustration, most changes are not visible."
"Save Settings as Preset","Save Settings as Preset"
"Preset Name","Preset Name"
"Select Image","Select Image"
Select,Select
"Google Font String","Google Font String"
"Export to HTML","Export to HTML"
"New Slider","New Slider"
"Add Slider Template","Add Slider Template"
"Unpublish Slide","Unpublish Slide"
"Publish Slide","Publish Slide"
"Preview Slide","Preview Slide"
"Edit Slide","Edit Slide"
"Slide Image - Click to change","Slide Image - Click to change"
"Deleting Slide...","Deleting Slide..."
Working...,Working...
"New Slide","New Slide"
"New Transparent Slide","New Transparent Slide"
"Adding Slide...","Adding Slide..."
"Select image or multiple images to add slide or slides","Select image or multiple images to add slide or slides"
"Edit Static / Global Layers","Edit Static / Global Layers"
"To Slider Settings","To Slider Settings"
"Slider Template Library","Slider Template Library"
"Revolution Base","Revolution Base"
"All Slides","All Slides"
Templates,Templates
"Premium Sliders","Premium Sliders"
"Check for new Templates","Check for new Templates"
"Add Single Slide","Add Single Slide"
"SHOW ALL","SHOW ALL"
SLIDER,SLIDER
CAROUSEL,CAROUSEL
HERO,HERO
"Import Template Slide","Import Template Slide"
"Please select the corresponding zip file from the download packages import folder called","Please select the corresponding zip file from the download packages import folder called"
"Note: style templates will be updated if they exist!","Note: style templates will be updated if they exist!"
"Import Slide from local or from ThemePunch online server?","Import Slide from local or from ThemePunch online server?"
"Add Slider","Add Slider"
"No data could be retrieved from the servers. Please make sure that your website can connect to the themepunch servers.","No data could be retrieved from the servers. Please make sure that your website can connect to the themepunch servers."
"Import Template Slider","Import Template Slider"
"Import Slider from local or from ThemePunch server?","Import Slider from local or from ThemePunch server?"
"Choose slide language","Choose slide language"
"Choose language","Choose language"
"No slides found, please add at least one Slide Template to the choosen language.","No slides found, please add at least one Slide Template to the choosen language."
"No slides found, please add some slides","No slides found, please add some slides"
"Revolution Slider Error","Revolution Slider Error"
V,V
"--- Choose Slider ---","--- Choose Slider ---"
"Create Slider","Create Slider"
"STEP 1","STEP 1"
"Select / Create Slider","Select / Create Slider"
"Quick Modify Slider","Quick Modify Slider"
"Add Selected Slider","Add Selected Slider"
"STEP 2","STEP 2"
"Quick Modify / Add Slider","Quick Modify / Add Slider"
"Select Slider","Select Slider"
